Geography,Year,Age Group,Strata,Strata Name,Numerator,Percent
Stanislaus,2013,All Ages,Race-Ethnicity,Hispanic,"1,128",46.3
Sutter,2013,All Ages,Race-Ethnicity,Hispanic,59,21
Tehama,2013,All Ages,Race-Ethnicity,Hispanic,39,26.9
Tulare,2013,All Ages,Race-Ethnicity,Hispanic,"1,177",36.9
Tuolumne,2013,All Ages,Race-Ethnicity,Hispanic,19,26.3
Ventura,2013,All Ages,Race-Ethnicity,Hispanic,"1,281",35.4
Yolo,2013,All Ages,Race-Ethnicity,Hispanic,248,38.7
Yuba,2013,All Ages,Race-Ethnicity,Hispanic,63,38.2
Alameda,2013,All Ages,Race-Ethnicity,White,"1,929",38.4
Amador,2013,All Ages,Race-Ethnicity,White,237,100.9
Butte,2013,All Ages,Race-Ethnicity,White,727,50.5
Calaveras,2013,All Ages,Race-Ethnicity,White,198,63.8
California,2013,All Ages,Race-Ethnicity,White,"56,693",41.1
Colusa,2013,All Ages,Race-Ethnicity,White,48,71.8
Contra Costa,2013,All Ages,Race-Ethnicity,White,"2,092",43.7
Del Norte,2013,All Ages,Race-Ethnicity,White,100,66.5
El Dorado,2013,All Ages,Race-Ethnicity,White,468,36.7
Fresno,2013,All Ages,Race-Ethnicity,White,"2,163",80.4
Glenn,2013,All Ages,Race-Ethnicity,White,76,57.8
Humboldt,2013,All Ages,Race-Ethnicity,White,765,79.6
Imperial,2013,All Ages,Race-Ethnicity,White,241,111.2
Inyo,2013,All Ages,Race-Ethnicity,White,52,59.6
Kern,2013,All Ages,Race-Ethnicity,White,"1,685",53.4
Kings,2013,All Ages,Race-Ethnicity,White,517,97.5
Lake,2013,All Ages,Race-Ethnicity,White,328,79.2
Lassen,2013,All Ages,Race-Ethnicity,White,84,40.9
Los Angeles,2013,All Ages,Race-Ethnicity,White,"8,907",36
Madera,2013,All Ages,Race-Ethnicity,White,226,46.8
Marin,2013,All Ages,Race-Ethnicity,White,415,23.1
Mariposa,2013,All Ages,Race-Ethnicity,White,58,51.1
Mendocino,2013,All Ages,Race-Ethnicity,White,333,67.8
Merced,2013,All Ages,Race-Ethnicity,White,630,77.1
Modoc,2013,All Ages,Race-Ethnicity,White,35,60.6
Mono,2013,All Ages,Race-Ethnicity,White,27,29.3
Monterey,2013,All Ages,Race-Ethnicity,White,466,41.7
Napa,2013,All Ages,Race-Ethnicity,White,300,40.3
Nevada,2013,All Ages,Race-Ethnicity,White,305,43.3
Orange,2013,All Ages,Race-Ethnicity,White,"4,271",35.6
Placer,2013,All Ages,Race-Ethnicity,White,895,35.2
Plumas,2013,All Ages,Race-Ethnicity,White,76,63.3
Riverside,2013,All Ages,Race-Ethnicity,White,"3,226",40.3
Sacramento,2013,All Ages,Race-Ethnicity,White,"3,135",47.2
San Benito,2013,All Ages,Race-Ethnicity,White,113,70.8
San Bernardino,2013,All Ages,Race-Ethnicity,White,"3,665",57.1
San Diego,2013,All Ages,Race-Ethnicity,White,"3,896",27.7
San Francisco,2013,All Ages,Race-Ethnicity,White,924,30.4
San Joaquin,2013,All Ages,Race-Ethnicity,White,"1,434",61.3
San Luis Obispo,2013,All Ages,Race-Ethnicity,White,522,34.4
San Mateo,2013,All Ages,Race-Ethnicity,White,747,24.5
Santa Barbara,2013,All Ages,Race-Ethnicity,White,654,40.3
Santa Clara,2013,All Ages,Race-Ethnicity,White,"1,621",27.2
Santa Cruz,2013,All Ages,Race-Ethnicity,White,493,36.5
Shasta,2013,All Ages,Race-Ethnicity,White,761,58.6
Sierra,2013,All Ages,Race-Ethnicity,White,10,
Siskiyou,2013,All Ages,Race-Ethnicity,White,140,48.8
Solano,2013,All Ages,Race-Ethnicity,White,"1,005",63.2
Sonoma,2013,All Ages,Race-Ethnicity,White,"1,231",40.8
Stanislaus,2013,All Ages,Race-Ethnicity,White,"1,395",59.6
Sutter,2013,All Ages,Race-Ethnicity,White,155,33.8
Tehama,2013,All Ages,Race-Ethnicity,White,246,62.6
Trinity,2013,All Ages,Race-Ethnicity,White,40,43.8
Tulare,2013,All Ages,Race-Ethnicity,White,594,43.8
Tuolumne,2013,All Ages,Race-Ethnicity,White,185,49.7
Ventura,2013,All Ages,Race-Ethnicity,White,"1,212",34.8
Yolo,2013,All Ages,Race-Ethnicity,White,367,38.4
Yuba,2013,All Ages,Race-Ethnicity,White,220,53
Alameda,2013,All Ages,Sex,Female,"5,369",67.6
Amador,2013,All Ages,Sex,Female,153,106
Butte,2013,All Ages,Sex,Female,537,51.5
Calaveras,2013,All Ages,Sex,Female,128,64.6
California,2013,All Ages,Sex,Female,"97,408",51
Colusa,2013,All Ages,Sex,Female,44,42.7
Contra Costa,2013,All Ages,Sex,Female,"3,872",71.1
Del Norte,2013,All Ages,Sex,Female,78,66.6
El Dorado,2013,All Ages,Sex,Female,360,43.1
Fresno,2013,All Ages,Sex,Female,"3,620",74.4
Glenn,2013,All Ages,Sex,Female,61,45.5
Humboldt,2013,All Ages,Sex,Female,543,83.4
Imperial,2013,All Ages,Sex,Female,592,63.8
Inyo,2013,All Ages,Sex,Female,48,56.1
Kern,2013,All Ages,Sex,Female,"2,715",62.7
Kings,2013,All Ages,Sex,Female,724,110.8
Lake,2013,All Ages,Sex,Female,275,90.9
Lassen,2013,All Ages,Sex,Female,59,50.4
Los Angeles,2013,All Ages,Sex,Female,"25,833",51.6
Madera,2013,All Ages,Sex,Female,393,48
Marin,2013,All Ages,Sex,Female,384,29.6
Mariposa,2013,All Ages,Sex,Female,42,56.1
Mendocino,2013,All Ages,Sex,Female,243,60.4
Merced,2013,All Ages,Sex,Female,"1,169",90.2
Modoc,2013,All Ages,Sex,Female,29,71
Mono,2013,All Ages,Sex,Female,22,31.6
Monterey,2013,All Ages,Sex,Female,"1,091",52.5
Napa,2013,All Ages,Sex,Female,298,41.4
Nevada,2013,All Ages,Sex,Female,179,41.2
Orange,2013,All Ages,Sex,Female,"5,309",34.1
Placer,2013,All Ages,Sex,Female,629,33.6
Plumas,2013,All Ages,Sex,Female,52,66.9
Riverside,2013,All Ages,Sex,Female,"5,022",43.6
Sacramento,2013,All Ages,Sex,Female,"5,235",71
San Benito,2013,All Ages,Sex,Female,161,57.9
San Bernardino,2013,All Ages,Sex,Female,"6,655",63.2
San Diego,2013,All Ages,Sex,Female,"6,244",39.5
San Francisco,2013,All Ages,Sex,Female,"1,584",40.7
San Joaquin,2013,All Ages,Sex,Female,"2,462",69.7
San Luis Obispo,2013,All Ages,Sex,Female,424,37.8
San Mateo,2013,All Ages,Sex,Female,"1,433",36.9
Santa Barbara,2013,All Ages,Sex,Female,847,41.2
Santa Clara,2013,All Ages,Sex,Female,"3,070",32.9
Santa Cruz,2013,All Ages,Sex,Female,524,42.3
Shasta,2013,All Ages,Sex,Female,502,57.6
Sierra,2013,All Ages,Sex,Female,13,124.1
Siskiyou,2013,All Ages,Sex,Female,99,52
Solano,2013,All Ages,Sex,Female,"1,721",82.3
Sonoma,2013,All Ages,Sex,Female,"1,112",45.7
Stanislaus,2013,All Ages,Sex,Female,"1,640",61.6
Sutter,2013,All Ages,Sex,Female,153,31.4
Tehama,2013,All Ages,Sex,Female,195,65.1
Trinity,2013,All Ages,Sex,Female,31,54.4
Tulare,2013,All Ages,Sex,Female,"1,180",51.3
Tuolumne,2013,All Ages,Sex,Female,166,76.1
Ventura,2013,All Ages,Sex,Female,"1,479",35.2
Yolo,2013,All Ages,Sex,Female,384,37.7
Yuba,2013,All Ages,Sex,Female,183,50.3
Alameda,2013,All Ages,Sex,Male,"4,605",61
Amador,2013,All Ages,Sex,Male,102,62
Butte,2013,All Ages,Sex,Male,433,41.7
Calaveras,2013,All Ages,Sex,Male,94,49.8
California,2013,All Ages,Sex,Male,"86,540",45.9
Colusa,2013,All Ages,Sex,Male,35,30.3
Contra Costa,2013,All Ages,Sex,Male,"3,070",60
Del Norte,2013,All Ages,Sex,Male,61,41.8
El Dorado,2013,All Ages,Sex,Male,216,26.4
Fresno,2013,All Ages,Sex,Male,"3,596",68.3
Glenn,2013,All Ages,Sex,Male,61,42.8
Humboldt,2013,All Ages,Sex,Male,419,65.5
Imperial,2013,All Ages,Sex,Male,697,70.3
Inyo,2013,All Ages,Sex,Male,42,56.7
Kern,2013,All Ages,Sex,Male,"2,524",51.7
Kings,2013,All Ages,Sex,Male,652,77.5
Lake,2013,All Ages,Sex,Male,162,54.7
Lassen,2013,All Ages,Sex,Male,44,30.2
Los Angeles,2013,All Ages,Sex,Male,"24,055",50
Madera,2013,All Ages,Sex,Male,436,52.6
Marin,2013,All Ages,Sex,Male,300,25.7
Mariposa,2013,All Ages,Sex,Male,22,31.6
Mendocino,2013,All Ages,Sex,Male,224,54.8
Merced,2013,All Ages,Sex,Male,"1,023",70.9
Modoc,2013,All Ages,Sex,Male,13,34
Mono,2013,All Ages,Sex,Male,18,23.6
Monterey,2013,All Ages,Sex,Male,"1,005",43.8
Napa,2013,All Ages,Sex,Male,257,38.7
Nevada,2013,All Ages,Sex,Male,163,36.9
Orange,2013,All Ages,Sex,Male,"4,523",30.5
Placer,2013,All Ages,Sex,Male,534,30.8
Plumas,2013,All Ages,Sex,Male,33,43.2
Riverside,2013,All Ages,Sex,Male,"4,342",37.1
Sacramento,2013,All Ages,Sex,Male,"4,332",60
San Benito,2013,All Ages,Sex,Male,152,54.5
San Bernardino,2013,All Ages,Sex,Male,"6,126",56.1
San Diego,2013,All Ages,Sex,Male,"5,511",35.5
San Francisco,2013,All Ages,Sex,Male,"1,473",40.3
San Joaquin,2013,All Ages,Sex,Male,"2,219",61.2
San Luis Obispo,2013,All Ages,Sex,Male,347,29.2
San Mateo,2013,All Ages,Sex,Male,"1,167",32.3
Santa Barbara,2013,All Ages,Sex,Male,724,34.7
Santa Clara,2013,All Ages,Sex,Male,"2,559",27.8
Santa Cruz,2013,All Ages,Sex,Male,480,38.6
Shasta,2013,All Ages,Sex,Male,397,48.3
Siskiyou,2013,All Ages,Sex,Male,77,39.2
Solano,2013,All Ages,Sex,Male,"1,426",70.3
Sonoma,2013,All Ages,Sex,Male,862,36.7
Stanislaus,2013,All Ages,Sex,Male,"1,475",54.3
Sutter,2013,All Ages,Sex,Male,132,27.3
Tehama,2013,All Ages,Sex,Male,110,36.7
Trinity,2013,All Ages,Sex,Male,12,22.5
Tulare,2013,All Ages,Sex,Male,"1,189",45.8
Tuolumne,2013,All Ages,Sex,Male,112,43.3
Ventura,2013,All Ages,Sex,Male,"1,305",31.8
Yolo,2013,All Ages,Sex,Male,370,38.7
Yuba,2013,All Ages,Sex,Male,155,39.7
Alameda,2013,Under 18,Total Population,Under 18,"3,269",92.6
Amador,2013,Under 18,Total Population,Under 18,52,91.9
Butte,2013,Under 18,Total Population,Under 18,275,61.5
Calaveras,2013,Under 18,Total Population,Under 18,60,78.7
California,2013,Under 18,Total Population,Under 18,"70,842",77.3
Colusa,2013,Under 18,Total Population,Under 18,38,62.5
Contra Costa,2013,Under 18,Total Population,Under 18,"2,251",91.5
Del Norte,2013,Under 18,Total Population,Under 18,48,85.1
El Dorado,2013,Under 18,Total Population,Under 18,135,37.7
Fresno,2013,Under 18,Total Population,Under 18,"3,814",134.4
Glenn,2013,Under 18,Total Population,Under 18,33,43.5
Humboldt,2013,Under 18,Total Population,Under 18,205,79.3
Imperial,2013,Under 18,Total Population,Under 18,709,136.3
Inyo,2013,Under 18,Total Population,Under 18,30,82.5
Kern,2013,Under 18,Total Population,Under 18,"2,394",92.3
Kings,2013,Under 18,Total Population,Under 18,558,131.9
Lake,2013,Under 18,Total Population,Under 18,96,75.1
Lassen,2013,Under 18,Total Population,Under 18,37,67.3
Los Angeles,2013,Under 18,Total Population,Under 18,"20,386",87.9
Madera,2013,Under 18,Total Population,Under 18,492,113.3
Marin,2013,Under 18,Total Population,Under 18,183,36.4
Mariposa,2013,Under 18,Total Population,Under 18,18,61.9
Mendocino,2013,Under 18,Total Population,Under 18,104,55.2
Merced,2013,Under 18,Total Population,Under 18,965,122.1
Modoc,2013,Under 18,Total Population,Under 18,10,51.5
Mono,2013,Under 18,Total Population,Under 18,9,29.5
Monterey,2013,Under 18,Total Population,Under 18,989,85.6
Napa,2013,Under 18,Total Population,Under 18,161,53.2
Nevada,2013,Under 18,Total Population,Under 18,61,37.7
Orange,2013,Under 18,Total Population,Under 18,"3,901",54.6
Placer,2013,Under 18,Total Population,Under 18,332,40.9
Plumas,2013,Under 18,Total Population,Under 18,29,89.3
Riverside,2013,Under 18,Total Population,Under 18,"3,824",63.7
